9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
19	399	This becomes important at times when increased gas exchange is needed, as during exertion.	This becomes important at a time when increased gas exchange is required, for example, during training.
19	400	Clinical Application 19.3 discusses respiratory problems that affect ventilation.	Clinical application 19.3 concerns respiratory diseases that affect ventilation.
19	401	Air movements other than breathing are called nonrespiratory movements.	Air movements other than breathing are called non-breathing movements.
19	402	They clear air passages or express emotions .	Clears air passages or expresses emotions.
19	403	They also play a role in verbal communication .	They also play a role in verbal communication.
19	404	Nonrespiratory movements usually result from reflexes, although sometimes they are initiated voluntarily.	Respiratory movements are usually the result of reflexes, although sometimes they are initiated voluntarily.
19	405	A cough, for example, can be produced through conscious effort or may be triggered by a foreign object in an air passage.	For example, a cough may be caused by a conscious effort or may be caused by a foreign object in the air passage.
19	406	Coughing involves taking a deep breath, closing the glottis, and forcing air upward from the lungs against the closure.	Coughing involves taking a deep breath, closing the glottis, and pushing air out of the lungs against closure.
19	407	Then the glottis suddenly opens, and a blast of air is forced upward from the lower respiratory tract.	Then the glottis suddenly opens and air is expelled from the lower respiratory tract.
19	408	Usually this rapid rush of air is of sufficient force to dislodge the object that triggered the reflex.	Usually, this rapid flow of air is strong enough to release the object causing the reflex.
19	409	The most sensitive areas of the air passages are in the larynx, the carina, and in regions near the branches of the major bronchi.	The most sensitive areas of the airways are in the larynx, in the keel region and in the areas near the branches of the main bronchi.
19	410	The respiratory bronchioles, alveolar ducts, and alveoli do not have a nerve supply.	Respiratory bronchioles, alveolar ducts and alveoli have no nerve supply.
19	411	Consequently, before any material in these parts can trigger a cough reflex, it must be moved into the larger passages of the respiratory tract.	Therefore, before any material in these parts can trigger the cough reflex, it must be moved to the larger airways.
19	412	A sneeze is much like a cough, but it clears the upper respiratory passages rather than the lower ones.	Sneezing is very similar to coughing, but it clears the upper airways, not the lower ones.
19	413	Usually a mild irritation in the lining of the nasal cavity forces a blast of air up through the glottis.	Slight irritation of the nasal mucosa usually causes an explosion of air through the glottis.
19	414	The air is directed into the nasal passages by depressing the uvula, closing the opening between the pharynx and the oral cavity.	Air is directed into the nasal passages by squeezing the uvula, closing the opening between the pharynx and the oral cavity.
19	415	In laughing, a person takes a breath and releases it in a series of short expirations.	Laughing, the person inhales and releases it in a series of short exhalations.
19	416	Crying consists of similar movements, and sometimes it is necessary to note a person's facial expression to distinguish laughing from crying.	Crying consists of similar movements, and sometimes it is necessary to notice a person's expression to distinguish between laughing and crying.
19	417	A hiccup is caused by sudden inspiration due to a spasmodic contraction of the diaphragm while the glottis is closed.	Hiccups are caused by sudden inhalation due to the spasmodic contraction of the diaphragm when the glottis is closed.
19	418	Air striking the vocal folds causes the sound of the hiccup.	The air struck by the vocal cords makes a knocking sound.
19	419	The function of hiccups, if there is one, is unknown.	The function of the hiccups, if any, is unknown.
19	420	Speaking involves input from the cerebral cortex.	The conversation involves information from the cerebral cortex.
19	421	Air is forced through the larynx in specific patterns, vibrating the vocal cords to make sounds, and forming words with actions of the lips, tongue, and soft palate.	Air is controlled by the larynx in a specific way, vibrates with the vocal cords to make sounds, and produces words with the lips, tongue and soft palate.
19	422	Yawning is familiar to everyone, yet its significance and contagiousness remain poorly understood.	Yawning is known to all, but its meaning and infectiousness remain unclear.
19	423	Evidence points away from a role in increasing oxygen intake.	Evidence suggests a role in increasing oxygen uptake.
19	424	Yawning, and its effect of getting others yawning, may be rooted in brainstem mechanisms that maintain alertness.	Yawning and its effect on causing others to yawn is rooted in the brain stem mechanisms that maintain alertness.
19	425	Table 19.5 summarizes the characteristics of nonrespiratory air movements.	Table 19.5 summarizes the characteristics of non-respiratory air movements.
19	426	Normal breathing is a rhythmic, involuntary act that continues when a person is unconscious.	Normal breathing is a rhythmic, involuntary action that continues when a person is unconscious.
19	427	However, the respiratory muscles can be voluntarily controlled too .	However, the respiratory muscles can also be controlled voluntarily.
19	428	Groups of neurons in the brainstem comprise the respiratory areas , which control breathing.	Groups of neurons in the brainstem include the breathing regions that control breathing.
19	429	These areas periodically initiate impulses that are conducted on cranial and spinal nerves to breathing muscles, causing inspiration and expiration.	These areas regularly initiate impulses that are conducted on the cranial and spinal nerves to breathe by the muscles, causing inhalation and exhalation.
19	430	The respiratory areas also adjust the rate and depth of breathing to meet cellular requirements for supply of oxygen and removal of CO 2 CO 2 , even during strenuous physical exercise.	The breathing zones also regulate the rate and depth of breathing to meet the oxygen supply and CO2 removal requirements of the cells, even during strenuous exercise.
19	431	The components of the respiratory areas are widely scattered throughout the pons and medulla oblongata.	Airway components are widely dispersed throughout the leave and medulla oblongata.
19	432	However, two parts of the respiratory areas are of special interest.	However, the two parts of the respiratory area are particularly interesting.
19	433	They are the respiratory center of the medulla and the respiratory group of the pons .	They are the respiratory center of the bone marrow and the respiratory group of ponds.
19	434	The medullary respiratory center includes two bilateral groups of neurons that extend throughout the length of the medulla oblongata.	The medullary respiratory center contains two bilateral groups of neurons that extend along the entire length of the medulla oblongata.
19	435	They are called the ventral respiratory group and the dorsal respiratory group.	They are called the abdominal respiratory group and the dorsal respiratory group.
19	436	Current evidence suggests that the basic rhythm of breathing arises from the ventral respiratory group.	Current evidence suggests that the basic respiratory rhythm arises from the ventral respiratory group.
19	437	Two different populations of neurons in this area have been implicated in maintaining inspiration and expiration, One group initiates inspiration by stimulating the inspiratory muscles.	Two different populations of neurons in this region have been involved in maintaining inspiration and expiration. One group initiates inspiration by stimulating the inhalation muscles.
19	438	The second group inhibits inspiration.	The second group suppresses inspiration.
19	439	As the inspiratory muscles relax, elastic recoil of the lungs causes expiration.	When the inspiratory muscles relax, elastic feedback from the lung causes leakage.
19	440	The dorsal respiratory group integrates sensory information pertaining to the respiratory system and modifies the activity of the ventral respiratory group.	The dorsal respiratory group combines sensory information regarding the respiratory system and alters the activity of the ventral respiratory group.
19	441	This allows changes in respiratory rate and depth in response to different needs.	This allows you to vary your breathing rate and depth in response to different needs.
19	442	The dorsal respiratory group can also affect respiration directly by stimulating the inspiratory muscles, primarily the diaphragm.	The dorsal breathing group can also directly affect breathing by stimulating the inspiratory muscles, especially the diaphragm.
19	443	Neurons in another part of the brainstem, the pons, form the bilateral pontine respiratory groups .	Neurons in another part of the brainstem, the ponies, form bilateral pontin breathing groups.
19	444	They may contribute to the rhythm of breathing by limiting inspiration .	They can promote breathing rhythm by decreasing inspiration.
19	445	A condition called sleep apnea causes one to momentarily stop breathing while sleeping.	A condition called sleep apnea causes a person to stop breathing during sleep.
19	446	In infants, apnea is usually central, due to a problem with respiratory control centers and is responsible for some cases of sudden infant death.	In infants, apnea is usually central due to problems with respiratory control centers and is the cause of some sudden infant deaths.
19	447	In adults, apnea is usually obstructive, caused by airway blockage, and is often associated with snoring.	In adults, apnea is usually obstructive, caused by airway obstruction and is often associated with snoring.
19	448	Babies who have difficulty breathing just after birth are sent home with monitoring devices, which sound an alarm when the child stops breathing, alerting parents to resuscitate the infant.	Babies with difficulty breathing at birth are sent home with monitoring devices that alert when the baby stops breathing and alert parents to revive the baby.
19	449	The position in which the baby sleeps seems to affect the risk of sleep apnea--sleeping on the back or side is safest during the first year of life.	The position in which the baby sleeps appears to influence the risk of sleep apnea - sleeping on the back or on the side is safest during the first year of life.
19	450	Adults with sleep apnea may cease breathing for ten to twenty seconds, hundreds of times a night.	Adults with sleep apnea can stop breathing for ten to twenty seconds, a hundred times a night.
19	451	The frequent cessation in breathing is associated with snoring.	Frequent cessation of breathing is associated with snoring.
19	452	Sleep apnea in adults causes fatigue, headache, depression, and drowsiness during waking hours.	Sleep apnea in adults causes fatigue, headache, depression, and drowsiness while awake.
19	453	Sleep apnea is diagnosed in a sleep lab, where breathing during slumber is monitored for several consecutive hours.	Sleep apnea is diagnosed in a sleep laboratory where breathing during sleep is monitored for hours on end.
19	454	One treatment for obstructive sleep apnea, nasal continuous positive airway pressure, straps a device onto the nose at night that maintains air flow into the respiratory system.	One treatment for obstructive sleep apnea - continuous positive airway pressure through the nose - attaches the device to the nose at night to allow air to flow to the respiratory system.
19	455	In a mixture of gases such as air, each gas accounts for a portion of the total pressure the mixture produces.	In a gas mixture such as air, each gas represents a fraction of the total pressure that the mixture creates.
19	456	The amount of pressure each gas contributes is called the partial pressure of that gas and is proportional to its concentration.	The amount of pressure that each gas introduces is called the partial pressure of that gas and is proportional to its concentration.
19	457	For example, because air is 21% oxygen, oxygen accounts for 21% of the atmospheric pressure , or 160 mm	For example, since air is 21% oxygen, oxygen is 21% atmospheric pressure, or 160 mm.
19	458	Hg	mercury
19	459	.21 x 760 = 160 .	0.21 x 760 = 160.
19	460	Thus, the partial pressure of oxygen, symbolized P O 2, P O 2, in atmospheric air is 160 mm Hg.	The partial pressure of oxygen, designated as P02, P02, in atmospheric air is thus 160 mm Hg.
19	461	Similarly, the partial pressure of carbon dioxide P CO 2 in air is 0.3 mm Hg.	Similarly, the partial pressure of carbon dioxide P CO2 in air is 0.3 mm Hg.
19	462	Gas molecules from the air may enter, or dissolve, in liquid.	Air molecules can penetrate or dissolve in liquid.
19	463	Air pressure is what causes the gas molecules to dissolve.	Air pressure causes gas molecules to dissolve.
19	464	This is what happens when CO2CO2 is added to a carbonated beverage or when inspired gases dissolve in the blood in the alveolar capillaries.	This happens when CO2CO2 is added to a carbonated drink or when inhaled gases are dissolved in the blood in the alveolar capillaries.
19	465	Using partial pressures simplifies the calculation of the concentration of a dissolved gas: the partial pressure of a gas dissolved in a liquid equals the partial pressure of that gas in the air with which the liquid has reached equilibrium.	The use of partial pressures simplifies the calculation of the concentration of dissolved gas: the partial pressure of a gas dissolved in a liquid is equal to the partial pressure of this gas in the air with which the liquid has reached equilibrium.
19	466	For example, the PO2PO2 in a glass of water that has been on a desk for a while must be 160 mm Hg, the same as in the air around it.	For example, PO2PO2 in a glass of water that has been on the table for some time should be 160 mmHg. Art., And also in the air around him.
19	467	Instead of referring to concentrations of oxygen and carbon dioxide in the body fluids, we will refer to PO2PO2 and PCO2.PCO2.	Instead of referring to oxygen and carbon dioxide concentrations in body fluids, we will refer to PO2PO2 and PCO2.PCO2.
19	468	A number of factors influence breathing rate and depth.	A number of factors affect the rate and depth of breathing.
19	469	These include PO2,PO2, PCO2,PCO2, and H+H+ in body fluids, the degree to which lung tissues are stretched, emotional state, and level of physical activity.	These include PO2, PO2, PCO2, PCO2, and H + H + in body fluids, the degree of tension in lung tissue, emotional state, and level of physical activity.
19	470	The receptors involved include mechanoreceptors that sense stretch as well as central and peripheral chemoreceptors.	Included receptors include elongation-sensitive mechanoreceptors as well as central and peripheral chemoreceptors.
19	471	Under normal circumstances the main control of respiratory activity is not the level of oxygen in the blood.	Under normal conditions, the main control of respiratory activity is not the level of oxygen in the blood.
19	472	The limited role of PO2PO2 may be surprising, considering the importance of oxygen for sustaining life.	The limited role of PO2PO2 may be surprising given the importance of oxygen in sustaining life.
19	473	However, most blood oxygen is carried bound to the hemoglobin molecules in red blood cells, and so-called oxygen-poor systemic venous blood still has, on average, 75% of the oxygen it had when it was fully oxygenated.	However, most of the oxygen in the blood is bound to the hemoglobin molecules in red blood cells, and the so-called systemic oxygenated venous blood still has an average of 75% of the oxygen it had when it was fully oxygenated.
19	474	Usually this large excess of oxygen "frees up" respiratory control from responding to blood oxygen levels.	This large excess of oxygen usually frees respiratory control from responding to blood oxygen levels.
19	475	Thus, the respiratory system responds predominantly to blood PCO2PCO2 and hydrogen ion concentration, which are important in maintaining the pH of the internal environment, especially in the brain.	Thus, the respiratory system reacts mainly to the concentration of PCO2PCO2 and hydrogen ions in the blood, which are important for maintaining the pH of the internal environment, especially in the brain.
19	476	The receptors that respond to PO2PO2 and PCO2PCO2 are chemoreceptors, and they fall into two categories, central and peripheral.	The receptors that respond to PO2PO2 and PCO2PCO2 are chemoreceptors and fall into two categories: central and peripheral.
19	477	Low blood PO2PO2 has little effect on the central chemoreceptors.	Low levels of PO2PO2 in the blood have little effect on central chemoreceptors.
19	478	They are in the ventral portion of the medulla oblongata, where they primarily monitor the pH of the brain.	The abdominal region contains the oblong muscles, where they primarily control the pH of the brain.
19	479	The central chemoreceptors also respond to changes in blood pH, but only indirectly, because hydrogen ions do not easily cross the blood-brain barrier and therefore do not have direct access to this area.	Central chemoreceptors also respond to changes in blood pH, but only indirectly, because hydrogen ions do not easily cross the blood-brain barrier and therefore do not have direct access to this area.
19	480	In contrast, CO2CO2 can cross the blood-brain barrier, and as a result CO2CO2 in the brain is in equilibrium with CO2CO2 in the blood.	In contrast, CO2CO2 can cross the blood-brain barrier and therefore CO2CO2 in the brain is in equilibrium with CO2CO2 in the blood.
19	481	If plasma PCO2PCO2 rises, the CO2CO2 easily diffuses into the brain, where it combines with water in the cerebrospinal fluid to form carbonic acid :	As the plasma rises, PCO2 PCO2 CO2CO2 easily diffuses into the brain, where it combines with water in the cerebrospinal fluid to form carbon dioxide:
19	482	H2CO3: CO 2 + H 2 O - H 2 CO 3	H2CO3: CO2 + H2O - H2CO3
19	483	CO 2 + H 2 O - H 2 CO 3	CO 2 + H 2 O - H 2 CO 3
19	484	The carbonic acid quickly ionizes, releasing hydrogen ions H+ and bicarbonate ions :	Carbon dioxide quickly ionizes and releases hydrogen ions H + and bicarbonate ions:
19	485	HCO3-: H 2 CO	HCO3-: H2CO
19	486	3 - H	3 - H
19	487	+	+
19	488	+ HCO 3	+ HCO 3
19	489	H 2 CO 3 - H	H2CO3 - H
19	490	+	+
19	491	+ HCO 3	+ HCO 3
19	492	- The central chemoreceptors respond to the released hydrogen ions, not to the CO2.CO2.	- Central chemoreceptors respond to released hydrogen ions, not CO2.CO2.
19	493	However, because CO2CO2 and H+H+ are so closely linked, it may help to think of them as equivalent in terms of acidity in the body.	However, since CO2CO2 and H + H + are very closely related, this may help to consider them equivalent in terms of acidity in the body.
19	494	Breathing rate and tidal volume increase when a person inhales air rich in CO2CO2 or when body cells produce excess CO2.CO2.	Respiratory rate and tidal volume increase when a person inhales CO2-enriched air or when cells in the body produce excess CO2.CO2.
19	495	These changes increase alveolar ventilation, exhaling more CO2,CO2, and the blood PCO2PCO2 and hydrogen ion concentration return toward normal.	These changes increase alveolar ventilation and exhale more CO2, CO2 and PCO2PCO2 levels in the blood, and hydrogen ion levels return to normal.
19	496	Peripheral chemoreceptors primarily sense changes in the blood PO2,PO2, in specialized structures called the carotid bodies and aortic bodies, which are in the walls of the carotid sinuses and aortic arch .	Peripheral chemoreceptors primarily sense changes in the blood PO2, PO2, in specialized structures called the bodies of the carotid arteries and aorta, which are located in the walls of the cervical cavities and the aortic arch.
19	497	Here the chemoreceptors are well positioned to monitor oxygen that will reach the brain and the rest of the body.	Here, chemoreceptors are well placed to control oxygen that reaches the brain and the rest of the body.
19	498	When decreased PO2PO2 stimulates these peripheral receptors, they send impulses to the respiratory center, and breathing rate and tidal volume rise, increasing alveolar ventilation.	When a reduced PO2PO2 stimulates these peripheral receptors, it sends impulses to the respiratory center and increases respiratory rate and tidal volume and increases alveolar ventilation.
19	499	This mechanism does not usually play a major role until the PO2PO2 decreases to about % of normal.	This mechanism usually does not play a major role until PO2PO2 is reduced to about% of normal.
19	500	Therefore, oxygen has only a minor influence on the control of normal respiration.	Consequently, oxygen has little effect on the control of normal respiration.
19	501	Changes in blood	Changes in blood
19	502	pH stimulate the peripheral chemoreceptors of the carotid and aortic bodies.	pH stimulates peripheral chemoreceptors of the carotid and aortic organs.
19	503	These chemoreceptors become important when the pH of the blood changes and CO2CO2 does not.	These chemoreceptors become important when blood pH changes and CO2CO2 does not change.
19	504	For example, under conditions of strenuous exercise, lactic acid production may threaten to lower pH. Should this happen, the peripheral chemoreceptors signal the respiratory centers to increase alveolar ventilation.	For example, during strenuous exercise, lactic acid production can compromise a lower pH. When this occurs, peripheral chemoreceptors signal the respiratory centers to increase alveolar ventilation.
19	505	Recall that in the body, with respect to their impact on blood pH, hydrogen ions and CO2CO2 can be considered equivalent.	Recall that in the body, in terms of their effect on blood pH, hydrogen ions and CO2CO2 can be considered equivalent.
19	506	By stimulating the respiratory centers to exhale more CO2,CO2, the peripheral chemoreceptors effectively stabilize blood pH in the presence of excess lactic acid.	Peripheral chemoreceptors stimulate the respiratory centers to exhale more CO2, CO2, effectively stabilizing blood pH in the presence of excess lactic acid.
19	507	Gradually the kidneys eliminate the extra hydrogen ions, and blood CO2CO2 returns to normal.	The kidneys gradually release more hydrogen ions and CO2 CO2 into the blood, returning to normal.
19	508	An inflation reflex helps regulate the depth of breathing.	The reflex reflex helps to regulate the depth of breathing.
19	509	This reflex occurs when stretch receptors in the visceral pleura, bronchioles, and alveoli are stimulated as lung tissues are stretched.	This reflex occurs when stretching tissues are stimulated by stretch receptors in the visceral pleura, bronchioles, and alveoli.
19	510	The sensory impulses of the reflex travel via the vagus nerves to the respiratory areas in the brainstem and shorten the duration of inspiratory movements.	Reflex sensory impulses travel through the vagus nerves to the respiratory portions of the brainstem and shorten the inspiratory time.
19	511	This action prevents overinflation of the lungs during forceful breathing .	This action prevents excessive lung inflation during heavy breathing.
19	512	Emotional upset or strong sensory stimulation may alter the normal breathing pattern.	Emotional arousal or strong sensory stimulation can change the normal breathing pattern.
19	513	Gasping and rapid breathing are familiar responses to fear, anger, shock, excitement, horror, surprise, sexual stimulation, or even the chill of stepping into a cold shower.	Inflammation and rapid breathing are known reactions to fear, anger, shock, excitement, terror, surprise, sexual stimulation, or even chilling when entering a cold shower.
19	514	Because control of the respiratory muscles is voluntary, we can alter our breathing pattern consciously or stop it for a short time.	Since the control of the respiratory muscles is voluntary, we can consciously change our breathing pattern or stop it for a short time.
19	515	During childbirth, for example, concentration on controlling her breathing can distract the mother from her pain.	For example, during childbirth, concentrating on her breathing can distract the mother from pain.
19	516	Holding one's breath makes the blood levels of carbon dioxide and hydrogen ions rise and the level of oxygen fall.	Holding your breath increases the level of carbon dioxide and hydrogen ions in the blood and decreases the level of oxygen.
19	517	These changes stimulate the chemoreceptors, and soon the need to inhale overpowers the desire to hold the breath--much to the relief of parents when young children threaten to hold their breath until they turn blue!	These changes stimulate chemoreceptors, and soon the urge to inhale overcomes the urge to hold the breath - much to the relief of parents when young children risk holding their breath until they turn blue!
19	518	A person can increase the breath-holding time by breathing rapidly and deeply in advance.	You can extend the breath holding time in advance by breathing quickly and deeply.
19	519	This action, termed hyperventilation , is specifically breathing that lowers the blood CO 2 CO 2 below normal.	This action, called hyperventilation, breathes specifically, which lowers the CO 2 content in the blood below normal.
19	520	A person who is emotionally upset may hyperventilate, become dizzy, and lose consciousness.	A person who is emotionally upset may hyperventilate, feel dizzy, and pass out.
19	521	This is due to a lowered blood CO 2 CO 2 followed by a rise in pH and a localized vasoconstriction of cerebral arterioles, decreasing blood flow to nearby brain cells.	This is due to a decrease in the content of CO 2 CO 2 in the blood, a subsequent increase in pH and localized vasoconstriction of cerebral arterioles, a decrease in blood flow to the surrounding brain cells.
19	522	Hampered oxygen supply to the brain causes the loss of consciousness.	Limited oxygen supply to the brain leads to loss of consciousness.
19	523	It is dangerous for a person to hyperventilate to help hold their breath while swimming, because the person may lose consciousness under water and drown.	Hyperventilation, which helps hold your breath while swimming, is dangerous to humans because the person can pass out underwater and drown.
19	524	Table 19.6 discusses factors affecting breathing.	Table 19.6 describes the factors that influence breathing.
19	525	Clinical Application 19.4 focuses on one influence on breathing--exercise.	Clinical Application 19.4 focuses on one effect on breathing - exercise.
19	526	The tubelike parts of the respiratory system move air in and out of the air passages.	The tubular parts of the respiratory system move air in and out of the airways.
19	527	The alveoli are the sites of the vital process of gas exchange between the air and the blood.	The alveoli are the site of a vital gas exchange process between air and blood.
19	528	Alveoli are microscopic air sacs clustered at the distal ends of the finest respiratory tubes--the alveolar ducts.	Alveoli are microscopic air sacs clustered at the distal ends of the best airways, the alveolar ducts.
19	529	Each alveolus is a tiny space within a thin wall that separates it from adjacent alveoli.	Each alveoli is a small space within a thin wall that separates it from adjacent alveoli.
19	530	Tiny openings, called alveolar pores , in the walls of some alveoli may permit air to pass from one alveolus to another .	Small holes, called alveolar pores, in the walls of some alveoli can allow air to pass from one alveolus to another.
19	531	The pores provide alternate air pathways if the passages in some parts of the lung become obstructed.	The pores provide an alternative airway if the passages in some parts of the lung are blocked.
19	532	Phagocytic cells called alveolar macrophages are in alveoli and in the pores.	Phagocytic cells, called alveolar macrophages, are found in the alveoli and pores.
19	533	These macrophages phagocytize airborne agents, including bacteria, thereby cleaning the alveoli .	These macrophages phagocytose airborne substances, including bacteria, thereby clearing the alveoli.
19	534	Part of the wall of an alveolus is made up of cells that secrete pulmonary surfactant, described earlier.	A portion of the alveolar wall is formed by cells that secrete a light surfactant as previously described.
19	535	However, the bulk of the wall of an alveolus consists of a layer of simple squamous epithelium .	However, most of the alveolar wall consists of a layer of simple squamous epithelium.
19	536	Each alveolus is associated with a dense network of capillaries with walls of simple squamous epithelial cells .	Each alveolus is connected to a dense network of capillaries with walls of simple squamous epithelial cells.
19	537	The fused basement membranes of these epithelial layers join the walls of the alveoli and the walls of the capillaries.	The condensed basement membranes of these epithelial layers are connected to the walls of the alveoli and the walls of the capillaries.
19	538	Thus, two thicknesses of epithelial cells and their fused basement membranes separate the air in an alveolus and the blood in a capillary.	Thus, two thicknesses of epithelial cells and their thickened basement membranes separate the air in the alveoli and the blood in the capillaries.
19	539	These layers make up the respiratory membrane , through which gas exchange occurs between the alveolar air and the blood .	These layers form the respiratory membrane through which gas is exchanged between alveolar air and blood.
19	540	Solutes diffuse from regions where they are in higher concentration toward regions where they are in lower concentration.	Solvents are spread from areas where they are at a higher concentration to areas where they are at a lower concentration.
19	541	Therefore, to determine the direction of diffusion of a solute, we must know the concentration gradient.	Therefore, in order to determine the direction of diffusion of a solute, we need to know the concentration gradient.
19	542	For dissolved gases, it is necessary to think in terms of partial pressure gradients.	For dissolved gases, partial pressure gradients must be taken into account.
19	543	A gas will diffuse from an area of higher partial pressure to an area of lower partial pressure.	The gas will diffuse from a higher partial pressure area to a lower partial pressure area.
19	544	When a mixture of gases dissolves in blood, the resulting concentration of each dissolved gas is proportional to its partial pressure.	When a mixture of gases is dissolved in blood, the resulting concentration of each dissolved gas is proportional to its partial pressure.
19	545	Each gas diffuses between blood and its surroundings from areas of higher partial pressure to areas of lower partial pressure until the partial pressures in the two regions reach equilibrium.	Each gas diffuses between the blood and the environment from areas of higher partial pressure to areas of lower partial pressure until the partial pressures in the two areas are in equilibrium.
19	546	For example, the PCO2PCO2 of blood entering the alveolar capillaries is 45 mm Hg, but the PCO2PCO2 in alveolar air is 40 mm Hg.	For example, the PCO2PCO2 of the blood entering the alveolar capillaries is 45 mm Hg. Art., A PCO2PCO2 in alveolar air - 40 mm Hg.
19	547	Because of the difference in these partial pressures, carbon dioxide diffuses from blood, where its partial pressure is higher, across the respiratory membrane and into alveolar air.	Due to the difference in these partial pressures, carbon dioxide diffuses from the blood, where its partial pressure is higher, through the respiratory membrane and into the alveolar air.
19	548	When blood leaves the lungs, its PCO2PCO2 is 40 mm Hg, the same as the PCO2PCO2 of alveolar air.	When blood leaves the lungs, its PCO2PCO2 is 40 mmHg. Art., As PCO2PCO2 alveolar air.
19	549	Similarly, the PO2PO2 of blood entering the alveolar capillaries is 40 mm Hg, but reaches 104 mm Hg as oxygen diffuses from alveolar air into the blood.	Similarly, the PO2PO2 of the blood entering the alveolar capillaries is 40 mmHg. Art., But reaches 104 mm Hg. Art. When oxygen diffuses from the alveolar air into the blood.
19	550	Because of the large volume of air always in the lungs, and the oxygen added as long as breathing continues, alveolar PO2PO2 stays relatively constant at 104 mm Hg.	Because of the large volume of air that is always in the lungs and oxygen added as long as breathing continues, alveolar PO2PO2 remains relatively constant at 104 mmHg.
19	551	Reaching equilibrium, blood leaves the alveolar capillaries with a PO2PO2 of 104 mm Hg.	To achieve balance, the blood leaves the alveolar capillaries with a PO2PO2 of 104 mm Hg.
19	552	Although blood leaves the alveolar capillaries with a PO2PO2 of 104 mm Hg, it enters the systemic capillaries with a lower PO2.PO2.	Although blood leaves the alveolar capillaries with a PO2PO2 of 104 mm Hg, it enters the systemic capillaries with a lower PO2.PO2.
19	553	A number of factors can contribute to this difference in partial pressure.	A number of factors can contribute to this difference in partial pressure.
19	554	For example, some oxygen-poor systemic venous blood draining the bronchi and bronchioles mixes with pulmonary venous blood before returning to the heart.	For example, some low-oxygen systemic venous blood secretes the bronchi and the bronchioles mix with the pulmonary venous blood before returning to the heart.
19	555	As a result of these factors, the PO2PO2 of left atrial, left ventricular, and systemic arterial blood drops to 95 mm Hg.	As a result of these factors, the PO2PO2 of the left atrium, left ventricle and systemic arterial blood drops to 95 mm Hg.
19	556	Clinical Application 19.5 looks at a respiratory effect that occurs under specific conditions--high altitude.	Clinical Application 19.5 investigates the respiratory effect that occurs under certain conditions - at high altitudes.
19	557	The respiratory membrane is normally thin , and gas exchange is rapid.	The respiratory membrane is usually thin and gas exchange is fast.
19	558	Normally, both oxygen and carbon dioxide reach diffusional equilibrium by the end of both the alveolar capillaries and the systemic capillaries.	Usually, both oxygen and carbon dioxide reach diffusion equilibrium at the end of the alveolar capillaries and systemic capillaries.
19	559	However, a number of factors may affect diffusion across the respiratory membrane.	However, a number of factors can influence diffusion across the respiratory membrane.
19	560	More surface area, shorter distance, greater solubility of gases, and a steeper partial pressure gradient all favor increased diffusion.	Greater surface area, shorter distance, greater gas solubility and steeper partial pressure gradient all contribute to increased diffusion.
19	561	Diseases that harm the respiratory membrane, such as pneumonia, or reduce the surface area for diffusion, such as emphysema, impair gas exchange.	Diseases that damage the respiratory membrane, such as pneumonia, or reduce the surface area for diffusion, such as emphysema, interfere with gas exchange.
19	562	These conditions may require increased PO2PO2 for treatment.	These conditions may require an increase in PO2PO2 for treatment.
19	563	Clinical Application 19.6 examines illnesses that result from impaired gas exchange.	Clinical Application 19.6 investigates diseases resulting from disturbed gas exchange.
19	564	The respiratory membrane is normally so thin that certain soluble chemicals other than CO2CO2 may diffuse into alveolar air and be exhaled.	The respiratory membrane is usually so thin that some soluble chemicals other than CO 2 CO 2 can diffuse into the alveolar air and be exhaled.
19	565	This is why breath analysis can reveal alcohol in the blood or acetone can be smelled on the breath of a person who has untreated diabetes mellitus.	This is why a breath test can detect blood alcohol or acetone, which can be felt when breathing in someone who has not been treated for diabetes.
19	566	Breath analysis may also detect substances associated with kidney failure, certain digestive disturbances, and liver disease.	A breath test can also detect substances associated with kidney failure, certain digestive disorders, and liver disease.
19	567	The blood carries oxygen and carbon dioxide between the lungs and the body cells.	Blood carries oxygen and carbon dioxide between the lungs and the cells of the body.
19	568	As these gases enter the blood, they dissolve in the liquid portion, the plasma, or combine chemically with other atoms or molecules.	When these gases enter the bloodstream, they dissolve in liquid, plasma, or chemically combine with other atoms or molecules.
19	569	Almost all the oxygen diffusing into the alveolar capillaries enters red blood cells.	Almost all of the oxygen that diffuses into the alveolar capillaries enters the red blood cells.
19	570	There it is carried bound to the protein hemoglobin.	There it is bound to the protein hemoglobin.
19	571	The oxygen bound to iron in hemoglobin provides the color of these blood cells.	The oxygen bound to the iron in hemoglobin provides the color of these blood cells.
19	572	The remainder of the oxygen is dissolved in the blood plasma.	The rest of the oxygen is dissolved in the blood plasma.
19	573	Hemoglobin consists of two components called heme and globin .	Hemoglobin is made up of two components called heme and globin.
19	574	Globin is a protein of 574 amino acids in four polypeptide chains.	Globin is a protein containing 574 amino acids in four polypeptide chains.
19	575	Each chain is associated with a heme group, and each heme group surrounds an atom of iron.	Each chain is associated with a heme group, and each heme group surrounds an iron atom.
19	576	Each iron atom can loosely bind an oxygen molecule.	Each iron atom can freely bind an oxygen molecule.
19	577	As oxygen dissolves in blood, it rapidly combines with hemoglobin, forming a new compound called oxyhemoglobin .	When oxygen dissolves in the blood, it quickly combines with hemoglobin to form a new compound called oxyhemoglobin.
